UserID,ItemID,ProductCategory,Rating,Price,InteractionType,Timestamp,user_idx,item_idx,interaction_idx
91,39552,Smart-watch,4,4400.32,click,2025-08-16T15:40:17.337058,90,5689,0
49,59064,Tablet,3,3493.27,click,2025-08-16T15:40:16.992754,48,8390,0
281,10058,Mobile-phone,3,2519.81,view,2025-08-16T15:40:20.205019,280,1463,2
988,53776,Men-fashion,10,4293.72,purchase,2025-08-16T15:40:17.127859,987,7628,1
973,4097,Women-fashion,2,4384.13,click,2025-08-16T15:40:18.822435,972,620,0
302,37227,Kids,10,4227.05,click,2025-08-16T15:40:17.019890,301,5364,0
127,34832,Women-fashion,9,2637.58,purchase,2025-08-16T15:40:17.189054,126,5020,1
196,58252,Smart-TV,9,2448.59,purchase,2025-08-16T15:40:17.105042,195,8289,1
539,23017,Tablet,6,2962.52,click,2025-08-16T15:40:17.392659,538,3317,0
333,38666,Smart-TV,10,2694.93,purchase,2025-08-16T15:40:17.361378,332,5569,1
367,31170,Home-furniture,8,4210.63,purchase,2025-08-16T15:40:17.175789,366,4502,1
65,84118,Home-furniture,8,4113.3,purchase,2025-08-16T15:40:17.099039,64,11870,1
41,45271,Laptop,4,2796,click,2025-08-16T15:40:17.055508,40,6443,0
257,14038,Laptop,5,834.97,click,2025-08-16T15:40:18.827077,256,2041,0
723,51878,Women-fashion,8,796.51,click,2025-08-16T15:40:17.073137,722,7399,0
816,10967,Desktop,10,1860.38,click,2025-08-16T15:40:16.900721,815,1608,0
893,11341,Smart-TV,9,2675.91,purchase,2025-08-16T15:40:17.249626,892,1678,1
754,3592,Smart-watch,2,3136.38,purchase,2025-08-16T15:40:18.819340,753,535,1
909,19716,Women-fashion,6,1641.44,view,2025-08-16T15:40:16.991206,908,2844,2
626,65334,Men-fashion,7,1507.43,click,2025-08-16T15:40:17.094703,625,9241,0
635,88930,Smart-watch,9,1650.14,purchase,2025-08-16T15:40:16.941932,634,12585,1
457,49377,Kids,2,4618.04,view,2025-08-16T15:40:16.926141,456,7025,2
516,52000,Men-fashion,3,2089.05,click,2025-08-16T15:40:17.290183,515,7421,0
873,93145,Women-fashion,8,2518.71,click,2025-08-16T15:40:17.193977,872,13182,0
648,39765,Home-furniture,8,4920.29,purchase,2025-08-16T15:40:16.918122,647,5713,1
436,17734,Home-furniture,9,3416.65,purchase,2025-08-16T15:40:17.231250,435,2569,1
511,52414,Home-furniture,4,3025.35,view,2025-08-16T15:40:17.122017,510,7481,2
244,89942,Smart-watch,10,1143.75,purchase,2025-08-16T15:40:17.176896,243,12736,1
102,8950,Laptop,10,2187.05,view,2025-08-16T15:40:17.171759,101,1311,2
987,36594,Smart-TV,1,3447.46,purchase,2025-08-16T15:40:17.025567,986,5267,1
111,12639,Kids,10,4185.85,click,2025-08-16T15:40:17.260408,110,1854,0
52,26856,Laptop,4,4646.56,purchase,2025-08-16T15:40:17.275431,51,3867,1
917,19644,Desktop,7,4622.47,view,2025-08-16T15:40:17.190555,916,2836,2
125,34410,Kids,4,184.67,view,2025-08-16T15:40:17.153635,124,4948,2
741,73665,Laptop,7,2752,click,2025-08-16T15:40:17.231754,740,10393,0
588,68861,Tablet,8,2970.83,click,2025-08-16T15:40:20.202949,587,9726,0
321,10764,Laptop,4,4952.58,purchase,2025-08-16T15:40:17.162934,320,1578,1
627,6972,Smart-TV,6,4157.97,view,2025-08-16T15:40:16.997963,626,1035,2
558,68907,Smart-watch,7,3219.04,purchase,2025-08-16T15:40:17.223125,557,9734,1
483,96499,Women-fashion,2,1407.86,click,2025-08-16T15:40:17.189082,482,13689,0
186,53331,Smart-watch,4,3509.46,view,2025-08-16T15:40:16.916614,185,7575,2
84,34637,Tablet,7,451.72,view,2025-08-16T15:40:16.946617,83,4987,2
57,86891,Mobile-phone,2,2233.14,click,2025-08-16T15:40:17.380002,56,12281,0
13,61754,Home-furniture,8,3395.49,view,2025-08-16T15:40:17.065172,12,8746,2
947,6549,Women-fashion,8,2238.56,purchase,2025-08-16T15:40:16.978717,946,968,1
816,39505,Home-furniture,1,3859.33,click,2025-08-16T15:40:16.882746,815,5683,0
344,19552,Smart-TV,8,1493.85,view,2025-08-16T15:40:17.247121,343,2816,2
2,96753,Women-fashion,8,4689.36,purchase,2025-08-16T15:40:16.898930,1,13724,1
368,54438,Mobile-phone,9,4369.41,click,2025-08-16T15:40:17.245165,367,7719,0
580,55767,Smart-watch,10,3625.76,view,2025-08-16T15:40:16.900576,579,7915,2
520,14485,Smart-watch,4,3882.4,purchase,2025-08-16T15:40:16.971358,519,2102,1
922,91363,Men-fashion,9,773.14,click,2025-08-16T15:40:16.913354,921,12940,0
985,9191,Smart-TV,6,550.87,click,2025-08-16T15:40:17.209562,984,1340,0
494,98163,Men-fashion,3,4624.42,click,2025-08-16T15:40:17.125938,493,13895,0
986,70602,Mobile-phone,1,4524.23,click,2025-08-16T15:40:17.179859,985,9972,0
949,93832,Mobile-phone,10,1276.04,view,2025-08-16T15:40:17.211031,948,13297,2
7,77121,Home-furniture,3,3555.45,click,2025-08-16T15:40:18.822769,6,10896,0
166,21768,Kids,2,4277.36,view,2025-08-16T15:40:17.295947,165,3158,2
278,82316,Kids,10,626.13,click,2025-08-16T15:40:17.209709,277,11613,0
955,88701,Smart-watch,4,4290.91,view,2025-08-16T15:40:16.970422,954,12541,2
784,35448,Mobile-phone,10,4073.42,view,2025-08-16T15:40:18.819776,783,5104,2
943,25038,Smart-watch,3,548.32,purchase,2025-08-16T15:40:17.383945,942,3605,1
937,1779,Smart-watch,3,1136.33,click,2025-08-16T15:40:18.825277,936,272,0
852,42040,Laptop,4,195.23,view,2025-08-16T15:40:17.338143,851,5989,2
362,79391,Smart-TV,8,3785.55,view,2025-08-16T15:40:17.273801,361,11220,2
19,63966,Kids,3,818.34,click,2025-08-16T15:40:17.373066,18,9060,0
639,62753,Laptop,1,3708.97,view,2025-08-16T15:40:16.903675,638,8896,2
545,3710,Kids,6,2988.4,purchase,2025-08-16T15:40:16.912299,544,556,1
915,43877,Kids,2,4909.25,view,2025-08-16T15:40:17.231696,914,6241,2
717,69307,Mobile-phone,2,1823.28,purchase,2025-08-16T15:40:18.798810,716,9787,1
152,70018,Men-fashion,8,1317.86,view,2025-08-16T15:40:16.978630,151,9877,2
573,48689,Smart-watch,10,3041.59,view,2025-08-16T15:40:17.031031,572,6925,2
748,62824,Smart-watch,7,4136.02,click,2025-08-16T15:40:16.933840,747,8910,0
6,79600,Laptop,3,1948.95,click,2025-08-16T15:40:17.394161,5,11254,0
349,45501,Home-furniture,9,2198.63,view,2025-08-16T15:40:16.959581,348,6469,2
981,55088,Laptop,2,2155.66,view,2025-08-16T15:40:17.157579,980,7804,2
475,69093,Desktop,1,4649.04,view,2025-08-16T15:40:16.879423,474,9756,2
664,61789,Men-fashion,9,2224.29,purchase,2025-08-16T15:40:16.954288,663,8752,1
516,37421,Home-furniture,2,2134.61,view,2025-08-16T15:40:17.194433,515,5395,2
139,28165,Desktop,8,4922.28,purchase,2025-08-16T15:40:17.103824,138,4078,1
463,47776,Smart-watch,9,1717.97,view,2025-08-16T15:40:17.017424,462,6806,2
912,57804,Kids,10,606.17,purchase,2025-08-16T15:40:17.364211,911,8226,1
907,73340,Kids,9,1230.71,click,2025-08-16T15:40:17.394729,906,10336,0
596,60214,Smart-TV,9,1415.81,purchase,2025-08-16T15:40:17.222838,595,8539,1
670,84531,Laptop,4,2646.63,purchase,2025-08-16T15:40:16.990293,669,11927,1
716,32275,Men-fashion,9,3105.17,click,2025-08-16T15:40:17.359836,715,4647,0
720,571,Home-furniture,4,1767.76,click,2025-08-16T15:40:17.077435,719,91,0
350,28866,Men-fashion,2,4619.51,view,2025-08-16T15:40:16.934657,349,4187,2
131,66106,Home-furniture,7,4366.18,purchase,2025-08-16T15:40:16.899421,130,9345,1
874,6084,Laptop,2,1288.78,purchase,2025-08-16T15:40:17.274950,873,914,1
718,30826,Home-furniture,6,3380.57,view,2025-08-16T15:40:17.154223,717,4452,2
551,39791,Laptop,2,2491.69,view,2025-08-16T15:40:16.898269,550,5717,2
197,65604,Smart-TV,2,1587.25,view,2025-08-16T15:40:17.150978,196,9283,2
793,50439,Smart-watch,3,2990.36,click,2025-08-16T15:40:17.382496,792,7197,0
318,72888,Mobile-phone,9,2925.55,view,2025-08-16T15:40:17.316162,317,10279,2
745,46176,Tablet,7,4959.51,purchase,2025-08-16T15:40:16.902455,744,6577,1
912,31417,Laptop,4,1456.08,purchase,2025-08-16T15:40:17.193054,911,4533,1
254,17439,Desktop,10,2133.98,view,2025-08-16T15:40:17.222632,253,2529,2
121,23005,Desktop,7,4221.82,view,2025-08-16T15:40:17.155222,120,3316,2
859,48921,Smart-watch,4,4951.52,click,2025-08-16T15:40:17.312497,858,6967,0
959,59876,Home-furniture,7,4136.25,click,2025-08-16T15:40:17.396354,958,8488,0
201,22400,Tablet,3,920.94,view,2025-08-16T15:40:16.897441,200,3233,2
247,14080,Tablet,8,1301.95,purchase,2025-08-16T15:40:17.084527,246,2044,1
775,33799,Women-fashion,10,3152.44,click,2025-08-16T15:40:17.207208,774,4867,0
612,67307,Laptop,1,4327.33,click,2025-08-16T15:40:17.198000,611,9518,0
663,55502,Smart-TV,6,545.44,purchase,2025-08-16T15:40:17.167468,662,7870,1
969,34965,Smart-TV,5,2898.64,purchase,2025-08-16T15:40:16.982302,968,5034,1
990,5388,Home-furniture,6,3377.27,purchase,2025-08-16T15:40:17.250363,989,794,1
664,55666,Tablet,7,1870.38,view,2025-08-16T15:40:17.385457,663,7895,2
477,76174,Desktop,1,671.85,view,2025-08-16T15:40:17.096317,476,10753,2
861,671,Women-fashion,7,2656.83,click,2025-08-16T15:40:17.070975,860,104,0
704,10268,Mobile-phone,4,4333.85,view,2025-08-16T15:40:16.922290,703,1490,2
523,6305,Smart-TV,9,4691.49,click,2025-08-16T15:40:16.994180,522,938,0
679,30654,Tablet,8,155.72,click,2025-08-16T15:40:17.313438,678,4426,0
845,89083,Smart-TV,2,1171.77,view,2025-08-16T15:40:18.819733,844,12604,2
481,13387,Kids,10,4712.72,click,2025-08-16T15:40:17.132851,480,1947,0
830,90788,Desktop,5,4234.96,purchase,2025-08-16T15:40:17.319773,829,12847,1
559,95382,Women-fashion,6,1012.06,view,2025-08-16T15:40:17.108443,558,13531,2
870,60072,Desktop,7,309.51,click,2025-08-16T15:40:17.320083,869,8512,0
48,56828,Laptop,10,3770.09,click,2025-08-16T15:40:17.130038,47,8083,0
573,27307,Men-fashion,6,644.65,view,2025-08-16T15:40:16.931274,572,3945,2
576,76296,Women-fashion,7,3193.59,click,2025-08-16T15:40:16.981510,575,10775,0
634,16664,Laptop,1,4562.75,purchase,2025-08-16T15:40:17.108087,633,2408,1
910,17719,Laptop,1,4543.21,click,2025-08-16T15:40:17.166608,909,2567,0
654,62895,Tablet,5,365.28,view,2025-08-16T15:40:17.138713,653,8918,2
748,66804,Smart-TV,4,1604.82,view,2025-08-16T15:40:16.879316,747,9455,2
787,81197,Smart-watch,3,2204.39,view,2025-08-16T15:40:17.406670,786,11456,2
906,76241,Home-furniture,7,3861.56,view,2025-08-16T15:40:17.065628,905,10763,2
253,31154,Laptop,2,2450.08,view,2025-08-16T15:40:17.387026,252,4500,2
888,9305,Women-fashion,6,3354.6,purchase,2025-08-16T15:40:17.254285,887,1357,1
138,99848,Mobile-phone,6,3075.91,purchase,2025-08-16T15:40:17.251704,137,14128,1
852,63395,Men-fashion,2,662.11,view,2025-08-16T15:40:17.374750,851,8994,2
228,918,Desktop,9,2766.29,view,2025-08-16T15:40:17.077613,227,146,2
876,91576,Smart-watch,1,4291.74,purchase,2025-08-16T15:40:17.019180,875,12969,1
689,77257,Women-fashion,5,2831.28,purchase,2025-08-16T15:40:17.280171,688,10921,1
489,90010,Home-furniture,2,3458.91,purchase,2025-08-16T15:40:17.059115,488,12741,1
383,88057,Tablet,4,3249.14,purchase,2025-08-16T15:40:17.059695,382,12456,1
436,52390,Smart-TV,3,1491.62,view,2025-08-16T15:40:17.033946,435,7477,2
658,7522,Laptop,8,3665.24,click,2025-08-16T15:40:16.994710,657,1123,0
333,34158,Mobile-phone,9,4187.51,click,2025-08-16T15:40:17.311462,332,4915,0
952,2080,Men-fashion,8,3933.8,view,2025-08-16T15:40:16.934173,951,328,2
378,9834,Women-fashion,2,89.18,purchase,2025-08-16T15:40:16.992486,377,1433,1
869,74329,Women-fashion,3,2717.07,purchase,2025-08-16T15:40:17.113857,868,10498,1
144,53073,Smart-TV,2,4765.58,purchase,2025-08-16T15:40:16.990158,143,7552,1
527,31008,Smart-watch,2,375.65,view,2025-08-16T15:40:16.970773,526,4482,2
578,7904,Tablet,2,2038.12,view,2025-08-16T15:40:17.222363,577,1173,2
521,17602,Men-fashion,8,3248.44,purchase,2025-08-16T15:40:18.811280,520,2547,1
662,88897,Mobile-phone,8,1952.63,purchase,2025-08-16T15:40:17.044103,661,12577,1
785,68581,Kids,6,4528.48,click,2025-08-16T15:40:17.306518,784,9688,0
735,2470,Home-furniture,8,674.75,click,2025-08-16T15:40:16.949745,734,383,0
460,28329,Kids,7,1155.1,purchase,2025-08-16T15:40:17.042454,459,4105,1
941,26661,Home-furniture,5,3488.05,purchase,2025-08-16T15:40:17.167269,940,3838,1
805,51978,Men-fashion,7,3680.18,click,2025-08-16T15:40:17.257407,804,7418,0
559,69445,Kids,3,527.59,purchase,2025-08-16T15:40:17.162967,558,9803,1
960,26503,Laptop,4,1221.96,purchase,2025-08-16T15:40:17.143959,959,3812,1
452,26614,Tablet,7,3289.61,purchase,2025-08-16T15:40:17.239500,451,3824,1
157,38737,Laptop,9,4683.96,purchase,2025-08-16T15:40:17.274358,156,5581,1
573,85390,Smart-TV,5,4443.9,click,2025-08-16T15:40:17.392124,572,12043,0
384,5595,Men-fashion,2,1444.37,view,2025-08-16T15:40:17.384904,383,836,2
641,27371,Laptop,1,1532.53,click,2025-08-16T15:40:17.345531,640,3956,0
289,62009,Men-fashion,4,4872.01,click,2025-08-16T15:40:17.107820,288,8792,0
926,60632,Men-fashion,3,3769.94,purchase,2025-08-16T15:40:16.974879,925,8587,1
288,77314,Desktop,5,4666.46,view,2025-08-16T15:40:17.014931,287,10929,2
905,60391,Desktop,9,4766.52,purchase,2025-08-16T15:40:17.181651,904,8561,1
981,36170,Smart-TV,1,4294.24,click,2025-08-16T15:40:17.245077,980,5204,0
525,89475,Laptop,9,4574.79,purchase,2025-08-16T15:40:16.892022,524,12667,1
178,13471,Kids,5,3886.38,purchase,2025-08-16T15:40:17.365264,177,1965,1
318,49154,Smart-TV,4,4700.3,purchase,2025-08-16T15:40:16.956711,317,6998,1
143,54912,Smart-TV,1,2681.9,view,2025-08-16T15:40:18.825209,142,7775,2
94,89931,Tablet,6,2946.93,view,2025-08-16T15:40:16.910135,93,12735,2
37,26985,Smart-watch,3,1972.46,view,2025-08-16T15:40:16.964935,36,3886,2
656,90933,Home-furniture,8,3793.87,purchase,2025-08-16T15:40:17.068416,655,12870,1
725,51197,Home-furniture,8,3490.81,view,2025-08-16T15:40:16.978211,724,7313,2
581,35368,Smart-TV,7,1027.81,click,2025-08-16T15:40:16.937618,580,5091,0
960,98121,Desktop,8,3701.47,click,2025-08-16T15:40:17.249268,959,13891,0
971,26910,Men-fashion,10,161.3,click,2025-08-16T15:40:17.362956,970,3872,0
505,19582,Mobile-phone,8,2854.05,click,2025-08-16T15:40:17.054757,504,2822,0
477,62484,Men-fashion,4,3351.05,click,2025-08-16T15:40:16.947447,476,8846,0
401,89023,Women-fashion,1,3335.61,purchase,2025-08-16T15:40:16.968394,400,12593,1
302,67006,Laptop,6,1876.54,purchase,2025-08-16T15:40:17.220153,301,9480,1
644,32941,Women-fashion,3,1670.02,click,2025-08-16T15:40:17.180000,643,4734,0
953,26958,Desktop,2,1629.23,view,2025-08-16T15:40:17.135339,952,3882,2
216,27425,Smart-TV,5,4972.07,click,2025-08-16T15:40:16.956789,215,3967,0
949,74249,Smart-TV,7,3707.41,purchase,2025-08-16T15:40:17.406555,948,10483,1
521,85694,Smart-watch,5,686.08,click,2025-08-16T15:40:17.282234,520,12089,0
43,57776,Home-furniture,1,4792.83,view,2025-08-16T15:40:16.988307,42,8219,2
817,85002,Home-furniture,5,4293.49,click,2025-08-16T15:40:17.265234,816,11989,0
225,89298,Home-furniture,8,4777.24,click,2025-08-16T15:40:17.257907,224,12631,0
191,18801,Mobile-phone,7,1310.45,view,2025-08-16T15:40:17.381217,190,2712,2
